,UNIT_SETTLER,UNIT_BUILDER,UNIT_TRADER,UNIT_MISSIONARY,UNIT_APOSTLE,UNIT_INQUISITOR,UNIT_GURU,UNIT_WARRIOR_MONK,UNIT_ARCHAEOLOGIST,UNIT_GREAT_GENERAL,UNIT_GREAT_ADMIRAL,UNIT_GREAT_ENGINEER,UNIT_GREAT_MERCHANT,UNIT_GREAT_PROPHET,UNIT_GREAT_SCIENTIST,UNIT_GREAT_WRITER,UNIT_GREAT_ARTIST,UNIT_GREAT_MUSICIAN,UNIT_SPY,UNIT_NATURALIST,UNIT_SCOUT,UNIT_WARRIOR,UNIT_SLINGER,UNIT_BARBARIAN_HORSEMAN,UNIT_BARBARIAN_HORSE_ARCHER,UNIT_SUMERIAN_WAR_CART,UNIT_BARBARIAN_RAIDER,UNIT_GALLEY,UNIT_NORWEGIAN_LONGSHIP,UNIT_ARCHER,UNIT_SPEARMAN,UNIT_HEAVY_CHARIOT,UNIT_BATTERING_RAM,UNIT_GREEK_HOPLITE,UNIT_SWORDSMAN,UNIT_HORSEMAN,UNIT_SCYTHIAN_HORSE_ARCHER,UNIT_ROMAN_LEGION,UNIT_KONGO_SHIELD_BEARER,UNIT_CATAPULT,UNIT_SIEGE_TOWER,UNIT_QUADRIREME,UNIT_EGYPTIAN_CHARIOT_ARCHER,UNIT_JAPANESE_SAMURAI,UNIT_NORWEGIAN_BERSERKER,UNIT_KNIGHT,UNIT_INDIAN_VARU,UNIT_ARABIAN_MAMLUK,UNIT_CROSSBOWMAN,UNIT_CHINESE_CROUCHING_TIGER,UNIT_MILITARY_ENGINEER,UNIT_PIKEMAN,UNIT_MUSKETMAN,UNIT_SPANISH_CONQUISTADOR,UNIT_CARAVEL,UNIT_BOMBARD,UNIT_FRIGATE,UNIT_PRIVATEER,UNIT_ENGLISH_SEADOG,UNIT_FIELD_CANNON,UNIT_CAVALRY,UNIT_RUSSIAN_COSSACK,UNIT_ENGLISH_REDCOAT,UNIT_FRENCH_GARDE_IMPERIALE,UNIT_MEDIC,UNIT_IRONCLAD,UNIT_RANGER,UNIT_OBSERVATION_BALLOON,UNIT_BIPLANE,UNIT_INFANTRY,UNIT_ARTILLERY,UNIT_BATTLESHIP,UNIT_BRAZILIAN_MINAS_GERAES,UNIT_SUBMARINE,UNIT_GERMAN_UBOAT,UNIT_AT_CREW,UNIT_TANK,UNIT_FIGHTER,UNIT_AMERICAN_P51,UNIT_BOMBER,UNIT_ANTIAIR_GUN,UNIT_MACHINE_GUN,UNIT_AIRCRAFT_CARRIER,UNIT_DESTROYER,UNIT_HELICOPTER,UNIT_NUCLEAR_SUBMARINE,UNIT_MECHANIZED_INFANTRY,UNIT_ROCKET_ARTILLERY,UNIT_MOBILE_SAM,UNIT_JET_FIGHTER,UNIT_JET_BOMBER,UNIT_MISSILE_CRUISER,UNIT_MODERN_AT,UNIT_MODERN_ARMOR,UNIT_AZTEC_EAGLE_WARRIOR,UNIT_INDONESIAN_JONG,UNIT_KHMER_DOMREY,UNIT_POLISH_HUSSAR,UNIT_NUBIAN_PITATI,UNIT_MACEDONIAN_HYPASPIST,UNIT_MACEDONIAN_HETAIROI,UNIT_PERSIAN_IMMORTAL,UNIT_DIGGER,UNIT_ZULU_IMPI,UNIT_KOREAN_HWACHA,UNIT_SCOTTISH_HIGHLANDER,UNIT_DE_ZEVEN_PROVINCIEN,UNIT_MONGOLIAN_KESHIG,UNIT_GEORGIAN_KHEVSURETI,UNIT_MAPUCHE_MALON_RAIDER,UNIT_CREE_OKIHTCITAW,UNIT_SPEC_OPS,UNIT_DRONE,UNIT_PIKE_AND_SHOT,UNIT_SUPPLY_CONVOY,UNIT_SKIRMISHER,UNIT_COURSER,UNIT_CUIRASSIER,UNIT_GIANT_DEATH_ROBOT,UNIT_ROCK_BAND,UNIT_CANADA_MOUNTIE,UNIT_HUNGARY_BLACK_ARMY,UNIT_HUNGARY_HUSZAR,UNIT_INCA_WARAKAQ,UNIT_MALI_MANDEKALU_CAVALRY,UNIT_MAORI_TOA,UNIT_OTTOMAN_BARBARY_CORSAIR,UNIT_PHOENICIA_BIREME,UNIT_SULEIMAN_JANISSARY,UNIT_SWEDEN_CAROLEAN,UNIT_AMERICAN_ROUGH_RIDER,UNIT_BABYLONIAN_SABUM_KIBITTUM,UNIT_MAYAN_HULCHE,UNIT_LAHORE_NIHANG,UNIT_COMANDANTE_GENERAL,UNIT_COLOMBIAN_LLANERO,UNIT_BYZANTINE_DROMON,UNIT_BYZANTINE_TAGMA,UNIT_GAUL_GAESATAE,UNIT_VIETNAMESE_VOI_CHIEN,UNIT_ETHIOPIAN_OROMO_CAVALRY
UNIT_JET_BOMBER, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 76.66, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 210.00, 114.00, 57.00, 110.00, 55.00, 76.66, 76.66, 76.66, 76.66, 57.00, 114.00, 80.66, 100.00, 114.00, 64.00, 58.00, 54.00, 64.00, 64.00, 40.33, 100.00, 55.00, 40.33, 47.33, 47.33, 41.33, 64.00, 41.33, 32.00, 23.66, 100.00, 64.00, 39.00, 39.00, 33.00, 19.50, 16.50, 20.66, 20.66, 18.11, 24.83, 19.73, 19.86, 29.00, 100.00, 16.86, 16.11, 100.00, 2.42, 23.50, 12.00, 0.01, 0.00, 10.88, 10.88, 23.50, 10.66, 0.63, 0.60, 2.16, 1.85, 12.88, 25.40, 0.65, 9.34, 8.00, 8.76, 7.78, 0.00, 0.38, 1.00, 0.00, 11.85, 5.86, 80.66, 15.50, 27.00, 33.00, 38.33, 64.00, 58.00, 80.66, 18.90, 64.00, 18.11, 14.09, 15.11, 29.00, 54.00, 33.00, 110.00, 14.09, 100.00, 39.00, 100.00, 38.33, 46.00, 24.11, 0.00, 100.00, 28.00, 39.33, 21.79, 30.00, 41.33, 64.00, 20.66, 74.66, 35.94, 25.95, 19.73, 110.00, 40.33, 114.00, 100.00, 24.83, 38.33, 41.33, 80.66, 30.00, 46.00
UNIT_MISSILE_CRUISER, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 27.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 68.66, 52.00, 51.00, 52.00, 51.00, 35.33, 35.33, 35.33, 27.00, 34.33, 42.00, 35.33, 100.00, 42.00, 27.00, 25.00, 33.33, 24.03, 27.00, 13.50, 100.00, 21.00, 26.00, 14.93, 13.53, 13.21, 24.03, 13.21, 21.00, 15.29, 100.00, 21.33, 10.42, 10.42, 8.90, 6.88, 5.88, 7.14, 7.14, 11.00, 5.24, 3.52, 4.63, 5.12, 100.00, 2.80, 11.00, 100.00, 34.04, 3.64, 2.61, 2.66, 1.22, 2.50, 2.50, 3.64, 1.27, 8.21, 7.27, 7.16, 131.92, 4.14, 5.12, 1.27, 1.10, 0.66, 1.34, 1.21, 131.92, 6.52, 6.18, 1.00, 1.83, 0.59, 35.33, 5.88, 10.09, 8.90, 34.33, 27.00, 25.00, 35.33, 3.00, 21.33, 11.00, 8.69, 5.00, 20.00, 18.19, 8.90, 52.00, 6.95, 100.00, 10.42, 100.00, 34.33, 16.74, 4.42, 0.08, 100.00, 6.21, 14.51, 4.09, 21.00, 12.95, 27.00, 7.14, 25.00, 7.45, 5.48, 3.52, 52.00, 34.33, 42.00, 100.00, 5.24, 13.50, 13.21, 35.33, 21.00, 14.81
UNIT_MODERN_AT, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 20.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 50.00, 33.33, 25.00, 40.00, 33.33, 25.00, 25.00, 25.00, 20.00, 20.00, 33.33, 28.57, 100.00, 33.33, 16.66, 22.22, 20.00, 14.28, 16.66, 16.66, 100.00, 16.66, 12.50, 9.83, 12.01, 13.33, 20.00, 13.33, 10.00, 7.69, 100.00, 14.28, 5.85, 5.85, 7.27, 7.69, 5.26, 6.66, 6.66, 4.23, 6.06, 4.14, 2.69, 2.64, 100.00, 2.20, 4.54, 100.00, 0.42, 1.77, 2.28, 1.17, 0.61, 1.28, 1.28, 2.20, 1.48, 0.08, 0.07, 0.16, 82.58, 1.28, 3.17, 1.00, 1.28, 0.45, 0.56, 0.64, 82.58, 0.04, 0.08, 0.54, 1.00, 0.67, 22.22, 5.26, 11.11, 9.48, 14.29, 16.66, 22.22, 22.22, 1.56, 14.28, 4.54, 3.74, 4.23, 11.11, 11.66, 9.48, 33.33, 2.13, 100.00, 7.27, 100.00, 14.29, 16.66, 5.15, 0.04, 100.00, 7.09, 14.28, 4.79, 11.11, 13.33, 16.66, 6.66, 20.00, 3.87, 3.51, 4.14, 33.33, 16.66, 28.57, 100.00, 6.06, 14.29, 13.33, 25.00, 9.09, 15.38
UNIT_MODERN_ARMOR, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 33.33, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 50.00, 33.33, 50.00, 33.33, 33.33, 33.33, 33.33, 33.33, 25.00, 40.00, 33.33, 100.00, 40.00, 25.00, 25.00, 25.00, 25.00, 25.00, 25.00, 100.00, 25.00, 20.00, 16.66, 22.22, 16.66, 25.00, 16.66, 14.29, 11.11, 100.00, 18.18, 12.50, 12.50, 12.50, 11.11, 7.69, 10.00, 10.00, 6.66, 9.01, 6.20, 6.17, 7.27, 100.00, 4.73, 7.14, 100.00, 0.82, 4.73, 5.12, 4.23, 1.94, 2.86, 2.86, 3.24, 2.20, 0.19, 0.17, 0.29, 82.58, 2.86, 7.27, 2.20, 1.86, 0.98, 1.44, 2.00, 82.58, 0.08, 0.17, 1.69, 1.48, 1.00, 33.33, 7.69, 16.66, 12.50, 20.00, 25.00, 25.00, 33.33, 4.14, 18.18, 7.14, 5.88, 6.66, 14.29, 20.00, 12.50, 50.00, 4.86, 100.00, 9.48, 100.00, 20.00, 20.00, 7.55, 0.06, 100.00, 10.85, 16.66, 7.27, 16.66, 16.66, 25.00, 10.00, 33.33, 10.85, 5.15, 6.20, 40.00, 20.00, 50.00, 100.00, 9.01, 25.00, 16.66, 40.00, 14.29, 20.00
UNIT_AZTEC_EAGLE_WARRIOR, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 0.59, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 4.08, 1.86, 2.47, 1.86, 1.85, 0.88, 0.88, 0.88, 0.59, 0.74, 1.53, 1.00, 100.00, 1.53, 0.54, 0.54, 1.11, 0.39, 0.54, 0.59, 100.00, 0.84, 0.38, 0.21, 0.39, 0.21, 0.39, 0.21, 0.27, 0.27, 100.00, 0.44, 0.11, 0.11, 0.11, 0.14, 0.09, 0.13, 0.13, 0.07, 0.08, 0.07, 0.08, 0.07, 100.00, 0.06, 0.09, 100.00, 0.02, 0.06, 0.04, 0.04, 0.03, 0.03, 0.03, 0.06, 0.04, 0.01, 0.01, 0.01, 82.58, 0.03, 0.07, 0.04, 0.04, 0.02, 0.03, 0.03, 82.58, 0.00, 0.01, 0.03, 0.04, 0.03, 1.00, 0.09, 0.30, 0.11, 0.61, 0.54, 0.54, 0.56, 0.05, 0.44, 0.08, 0.07, 0.07, 0.27, 0.26, 0.11, 1.86, 0.04, 100.00, 0.14, 100.00, 0.76, 0.28, 0.07, 0.01, 100.00, 0.09, 0.22, 0.07, 0.58, 0.19, 0.54, 0.13, 0.59, 0.09, 0.08, 0.07, 2.30, 0.69, 1.26, 100.00, 0.08, 0.70, 0.21, 1.28, 0.21, 0.24
UNIT_INDONESIAN_JONG, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 5.52, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 25.00, 18.19, 21.00, 16.39, 20.00, 7.88, 7.88, 7.88, 5.52, 15.29, 13.27, 11.08, 100.00, 13.27, 6.12, 5.05, 14.29, 4.50, 6.12, 6.00, 100.00, 7.14, 10.71, 2.60, 3.98, 1.94, 4.50, 1.94, 6.95, 5.01, 100.00, 4.21, 1.63, 1.63, 1.13, 1.57, 1.00, 1.50, 1.50, 1.64, 0.65, 0.45, 0.79, 0.85, 100.00, 0.35, 1.57, 100.00, 0.11, 0.63, 0.50, 0.31, 0.17, 0.20, 0.20, 0.63, 0.19, 0.05, 0.05, 0.07, 131.92, 0.60, 0.51, 0.19, 0.17, 0.11, 0.15, 0.17, 130.61, 0.03, 0.06, 0.17, 0.19, 0.13, 11.08, 1.00, 2.37, 1.13, 11.11, 6.12, 5.05, 7.88, 0.56, 4.21, 1.57, 1.05, 0.66, 6.15, 3.21, 1.13, 16.39, 0.73, 100.00, 1.63, 100.00, 11.11, 2.66, 0.55, 0.03, 100.00, 0.78, 2.16, 0.51, 7.69, 1.82, 6.12, 1.50, 5.52, 1.20, 0.55, 0.45, 19.10, 12.50, 13.27, 100.00, 0.65, 5.00, 1.94, 10.61, 5.09, 2.32
UNIT_KHMER_DOMREY, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 1.59, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 11.29, 5.97, 5.68, 5.06, 4.07, 2.30, 3.27, 3.27, 2.25, 2.77, 4.16, 3.30, 100.00, 4.16, 1.93, 1.44, 2.27, 1.50, 1.93, 2.48, 100.00, 3.63, 1.40, 0.88, 1.17, 0.57, 1.50, 0.57, 1.00, 0.76, 100.00, 1.38, 0.55, 0.55, 0.46, 0.64, 0.42, 0.62, 0.62, 0.28, 0.19, 0.15, 0.32, 0.32, 100.00, 0.18, 0.17, 100.00, 0.07, 0.26, 0.18, 0.14, 0.10, 0.14, 0.14, 0.26, 0.09, 0.03, 0.03, 0.04, 131.92, 0.14, 0.23, 0.13, 0.08, 0.08, 0.07, 0.05, 130.61, 0.02, 0.04, 0.10, 0.09, 0.06, 3.30, 0.42, 1.00, 0.32, 1.16, 1.93, 1.44, 1.42, 0.24, 1.38, 0.15, 0.13, 0.23, 0.56, 1.05, 0.32, 5.06, 0.08, 100.00, 0.55, 100.00, 1.52, 0.78, 0.16, 0.02, 100.00, 0.22, 0.59, 0.16, 1.05, 0.52, 1.93, 0.45, 2.25, 0.41, 0.16, 0.15, 6.40, 1.33, 4.16, 100.00, 0.19, 1.56, 0.57, 3.53, 0.48, 0.66
UNIT_POLISH_HUSSAR, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 4.73, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 20.00, 12.50, 10.00, 12.50, 9.09, 7.27, 7.27, 7.27, 4.73, 6.66, 7.09, 8.65, 100.00, 7.09, 4.50, 4.50, 6.66, 3.17, 4.50, 6.25, 100.00, 5.88, 4.23, 1.69, 3.23, 1.69, 3.17, 1.69, 2.86, 2.22, 100.00, 2.02, 1.00, 1.00, 1.00, 1.41, 0.88, 1.28, 1.28, 0.59, 0.59, 0.39, 0.46, 0.45, 100.00, 0.31, 0.79, 100.00, 0.07, 0.31, 0.32, 0.28, 0.13, 0.18, 0.18, 0.21, 0.14, 0.02, 0.02, 0.04, 82.58, 0.18, 0.45, 0.14, 0.11, 0.06, 0.09, 0.13, 82.58, 0.01, 0.03, 0.11, 0.10, 0.08, 8.65, 0.88, 3.09, 1.00, 5.55, 4.50, 4.50, 7.27, 0.27, 2.02, 0.79, 0.52, 0.59, 2.86, 2.20, 1.00, 12.50, 0.31, 100.00, 0.67, 100.00, 5.26, 2.30, 0.48, 0.02, 100.00, 0.69, 1.86, 0.45, 4.00, 1.59, 4.50, 1.28, 4.73, 0.69, 0.33, 0.39, 8.42, 6.25, 10.85, 100.00, 0.59, 5.26, 1.69, 9.48, 2.13, 2.05
UNIT_NUBIAN_PITATI, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 0.65, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 4.58, 2.80, 3.66, 2.09, 2.36, 0.96, 0.66, 0.66, 0.46, 1.86, 1.99, 1.65, 100.00, 1.99, 0.98, 0.60, 1.32, 0.75, 0.98, 1.64, 100.00, 0.56, 0.95, 0.48, 0.76, 0.24, 0.75, 0.24, 0.70, 0.60, 100.00, 0.73, 0.36, 0.36, 0.13, 0.44, 0.09, 0.10, 0.10, 0.28, 0.14, 0.11, 0.28, 0.26, 100.00, 0.07, 0.17, 100.00, 0.04, 0.20, 0.18, 0.05, 0.03, 0.04, 0.04, 0.20, 0.07, 0.02, 0.02, 0.03, 131.92, 0.16, 0.09, 0.05, 0.06, 0.02, 0.05, 0.05, 130.61, 0.01, 0.02, 0.03, 0.07, 0.05, 1.65, 0.09, 0.86, 0.18, 1.00, 0.98, 0.60, 0.96, 0.20, 0.73, 0.17, 0.14, 0.07, 0.40, 0.57, 0.18, 2.09, 0.09, 100.00, 0.36, 100.00, 0.88, 0.31, 0.13, 0.02, 100.00, 0.15, 0.25, 0.13, 0.59, 0.23, 0.98, 0.10, 0.46, 0.30, 0.13, 0.11, 2.66, 1.17, 1.99, 100.00, 0.14, 0.55, 0.24, 3.66, 0.34, 0.28
UNIT_MACEDONIAN_HYPASPIST, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 1.07, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 7.55, 3.51, 4.54, 3.51, 3.46, 1.59, 1.59, 1.59, 1.07, 1.22, 2.84, 1.86, 100.00, 2.84, 1.00, 1.00, 2.06, 0.74, 1.00, 1.01, 100.00, 1.55, 0.64, 0.39, 0.72, 0.39, 0.74, 0.39, 0.46, 0.50, 100.00, 0.83, 0.22, 0.22, 0.22, 0.26, 0.16, 0.23, 0.23, 0.11, 0.13, 0.09, 0.13, 0.11, 100.00, 0.08, 0.17, 100.00, 0.02, 0.08, 0.06, 0.06, 0.04, 0.05, 0.05, 0.09, 0.05, 0.01, 0.01, 0.02, 82.58, 0.05, 0.11, 0.05, 0.05, 0.02, 0.04, 0.04, 82.58, 0.01, 0.02, 0.04, 0.06, 0.04, 1.86, 0.16, 0.52, 0.22, 1.02, 1.00, 1.00, 0.90, 0.07, 0.83, 0.14, 0.11, 0.11, 0.46, 0.48, 0.22, 3.51, 0.06, 100.00, 0.27, 100.00, 1.40, 0.54, 0.11, 0.01, 100.00, 0.15, 0.43, 0.11, 1.09, 0.36, 1.00, 0.23, 1.07, 0.15, 0.13, 0.09, 4.50, 1.16, 2.30, 100.00, 0.13, 1.13, 0.39, 2.35, 0.37, 0.45
UNIT_MACEDONIAN_HETAIROI, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 1.07, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 7.55, 3.51, 4.54, 3.51, 3.46, 1.59, 1.59, 1.59, 1.07, 2.06, 1.57, 1.86, 100.00, 1.57, 1.00, 1.00, 2.06, 0.74, 1.00, 1.51, 100.00, 1.55, 0.94, 0.39, 0.72, 0.39, 0.74, 0.39, 0.64, 0.50, 100.00, 0.46, 0.22, 0.22, 0.22, 0.32, 0.20, 0.30, 0.30, 0.13, 0.13, 0.09, 0.13, 0.11, 100.00, 0.08, 0.17, 100.00, 0.02, 0.08, 0.07, 0.07, 0.04, 0.05, 0.05, 0.06, 0.05, 0.01, 0.01, 0.02, 82.58, 0.05, 0.11, 0.05, 0.05, 0.02, 0.04, 0.04, 82.58, 0.01, 0.02, 0.04, 0.04, 0.04, 1.86, 0.20, 0.69, 0.22, 1.66, 1.00, 1.00, 1.59, 0.07, 0.46, 0.17, 0.11, 0.13, 0.64, 0.48, 0.22, 3.51, 0.07, 100.00, 0.15, 100.00, 1.40, 0.54, 0.11, 0.01, 100.00, 0.15, 0.43, 0.11, 1.09, 0.36, 1.00, 0.30, 1.07, 0.15, 0.09, 0.09, 2.26, 1.94, 2.30, 100.00, 0.13, 2.07, 0.39, 2.35, 0.48, 0.45
UNIT_PERSIAN_IMMORTAL, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 0.69, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 4.73, 3.09, 3.66, 2.20, 2.13, 1.00, 1.00, 1.00, 0.69, 1.82, 2.57, 1.78, 100.00, 2.57, 1.11, 0.63, 1.28, 0.85, 1.11, 1.32, 100.00, 0.98, 0.95, 0.54, 0.90, 0.24, 0.85, 0.24, 0.70, 0.61, 100.00, 0.96, 0.36, 0.36, 0.14, 0.38, 0.13, 0.18, 0.18, 0.22, 0.09, 0.07, 0.25, 0.24, 100.00, 0.06, 0.11, 100.00, 0.02, 0.18, 0.13, 0.04, 0.03, 0.04, 0.04, 0.21, 0.04, 0.01, 0.01, 0.01, 84.23, 0.12, 0.08, 0.04, 0.04, 0.02, 0.03, 0.03, 82.58, 0.00, 0.01, 0.03, 0.04, 0.03, 1.78, 0.13, 0.70, 0.14, 1.04, 1.11, 0.63, 1.00, 0.18, 0.96, 0.09, 0.08, 0.07, 0.31, 0.65, 0.14, 2.20, 0.04, 100.00, 0.42, 100.00, 0.88, 0.32, 0.08, 0.01, 100.00, 0.09, 0.26, 0.08, 0.69, 0.22, 1.11, 0.15, 0.69, 0.27, 0.09, 0.07, 2.78, 0.78, 2.16, 100.00, 0.09, 0.79, 0.24, 2.22, 0.25, 0.28
UNIT_DIGGER, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 13.33, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 40.00, 25.00, 16.66, 25.00, 16.66, 16.66, 16.66, 16.66, 13.33, 5.55, 22.22, 18.18, 100.00, 22.22, 13.33, 13.33, 11.11, 10.98, 13.33, 6.25, 100.00, 11.11, 3.84, 6.50, 7.90, 6.50, 10.98, 6.50, 3.33, 5.00, 100.00, 10.82, 3.72, 3.72, 3.72, 2.78, 1.79, 2.27, 2.27, 1.40, 2.14, 1.48, 1.72, 1.70, 100.00, 1.16, 3.13, 100.00, 0.23, 1.16, 0.89, 0.75, 0.38, 0.54, 0.54, 1.41, 0.54, 0.05, 0.05, 0.08, 55.05, 0.54, 1.70, 0.54, 0.46, 0.22, 0.36, 0.41, 55.05, 0.03, 0.05, 0.33, 0.64, 0.24, 18.18, 1.79, 4.16, 3.72, 5.00, 13.33, 13.33, 5.55, 1.00, 10.82, 1.56, 2.27, 1.40, 3.33, 7.80, 3.72, 25.00, 0.85, 100.00, 4.62, 100.00, 10.00, 8.71, 1.87, 0.03, 100.00, 2.56, 7.09, 1.70, 7.69, 6.06, 13.33, 2.27, 13.33, 2.56, 2.26, 1.48, 28.57, 5.00, 20.00, 100.00, 2.14, 4.54, 6.50, 20.00, 3.13, 7.65
UNIT_ZULU_IMPI, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 1.59, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 11.11, 4.28, 5.55, 7.65, 5.88, 2.30, 2.30, 2.30, 1.59, 1.68, 3.51, 4.14, 100.00, 3.51, 1.20, 2.14, 4.35, 0.89, 1.20, 1.40, 100.00, 2.34, 0.89, 0.48, 0.87, 0.86, 1.57, 0.86, 0.64, 0.73, 100.00, 1.00, 0.27, 0.27, 0.32, 0.37, 0.23, 0.33, 0.33, 0.16, 0.29, 0.19, 0.16, 0.13, 100.00, 0.11, 0.26, 100.00, 0.03, 0.09, 0.09, 0.08, 0.05, 0.06, 0.06, 0.11, 0.09, 0.01, 0.01, 0.02, 82.58, 0.06, 0.15, 0.07, 0.07, 0.03, 0.04, 0.05, 82.58, 0.01, 0.02, 0.05, 0.07, 0.05, 2.28, 0.23, 0.73, 0.49, 1.36, 1.20, 2.14, 1.04, 0.09, 1.00, 0.21, 0.17, 0.16, 0.96, 0.60, 0.49, 5.23, 0.09, 100.00, 0.32, 100.00, 2.06, 1.16, 0.24, 0.01, 100.00, 0.33, 0.92, 0.22, 1.62, 0.78, 1.20, 0.33, 1.59, 0.18, 0.16, 0.19, 5.41, 1.56, 2.84, 100.00, 0.29, 1.51, 0.86, 2.87, 0.52, 1.00
UNIT_KOREAN_HWACHA, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 6.21, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 25.00, 18.19, 12.11, 16.39, 11.11, 8.90, 6.12, 6.12, 4.25, 8.14, 13.53, 12.11, 100.00, 13.53, 6.92, 5.72, 7.14, 5.12, 6.92, 11.00, 100.00, 5.30, 6.00, 2.95, 4.63, 2.20, 5.12, 2.20, 4.86, 3.68, 100.00, 4.75, 1.83, 1.83, 0.88, 3.10, 0.63, 0.95, 0.95, 1.25, 0.74, 0.50, 0.91, 0.98, 100.00, 0.26, 1.00, 100.00, 0.11, 0.70, 0.79, 0.16, 0.09, 0.13, 0.13, 0.70, 0.22, 0.05, 0.05, 0.07, 131.92, 0.50, 0.41, 0.15, 0.20, 0.07, 0.17, 0.16, 130.61, 0.04, 0.05, 0.09, 0.22, 0.14, 12.11, 0.63, 6.61, 1.27, 5.88, 6.92, 5.72, 10.42, 0.64, 4.75, 1.00, 0.66, 0.34, 1.97, 3.64, 1.27, 16.39, 0.35, 100.00, 1.83, 100.00, 5.88, 3.00, 0.63, 0.03, 100.00, 0.87, 2.44, 0.59, 4.00, 2.06, 6.92, 0.70, 4.25, 1.34, 0.63, 0.50, 19.10, 3.33, 13.53, 100.00, 0.74, 2.50, 2.20, 10.61, 1.78, 2.61
UNIT_SCOTTISH_HIGHLANDER, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 8.90, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 33.33, 22.04, 12.50, 22.04, 12.50, 11.87, 9.09, 9.09, 6.12, 9.09, 16.39, 13.21, 100.00, 16.39, 8.55, 8.55, 9.09, 6.21, 8.55, 11.11, 100.00, 8.19, 5.88, 3.21, 4.35, 3.21, 6.21, 3.21, 5.00, 3.33, 100.00, 5.72, 1.91, 1.91, 1.33, 3.74, 0.95, 1.36, 1.36, 1.22, 1.10, 0.74, 0.69, 0.87, 100.00, 0.41, 1.50, 100.00, 0.18, 0.59, 0.72, 0.24, 0.12, 0.19, 0.19, 0.59, 0.27, 0.07, 0.07, 0.10, 130.61, 0.38, 0.59, 0.18, 0.24, 0.09, 0.22, 0.22, 130.61, 0.04, 0.07, 0.11, 0.27, 0.17, 13.21, 0.95, 7.69, 1.91, 7.14, 8.55, 8.55, 11.87, 0.44, 5.72, 1.50, 1.00, 0.63, 5.00, 4.09, 1.91, 22.04, 0.66, 100.00, 1.91, 100.00, 7.14, 4.42, 0.92, 0.03, 100.00, 1.27, 3.52, 0.87, 5.00, 3.00, 8.55, 1.36, 6.12, 1.27, 0.92, 0.74, 25.00, 7.69, 16.39, 100.00, 1.10, 5.88, 3.21, 11.87, 4.86, 3.77
